ship_mode,segment,country,city,state,postal_code,region,category,sub-category,sales,quantity,discount,profit,order_date,ship_date,order_id,customer_id,payment_due_date,payment_date,payment_delay_days,payment_status,aging_bucket
Standard Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,12.957,7,0.7,-9.5018,2021-08-10,2021-08-16,3104,Home Office_Columbus,2021-09-09,2021-10-03,24,Late,0–30 Days Late
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,25.68,6,0.0,11.556,2019-10-06,2019-10-12,3105,Consumer_New York City,2019-11-05,2019-11-23,18,Late,0–30 Days Late
Standard Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Labels,15.712,4,0.2,5.6956,2022-04-14,2022-04-18,3106,Corporate_Houston,2022-05-14,2022-06-21,38,Late,31–60 Days Late
Standard Class,Home Office,United States,Aurora,Illinois,60505,Central,Office Supplies,Storage,298.464,6,0.2,26.1156,2021-06-14,2021-06-21,3107,Home Office_Aurora,2021-07-14,2021-08-19,36,Late,31–60 Days Late
Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Paper,21.93,3,0.0,10.0878,2019-09-30,2019-10-02,3108,Consumer_Springfield,2019-10-30,2019-11-23,24,Late,0–30 Days Late
Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Storage,242.94,3,0.0,4.8588,2021-04-16,2021-04-22,3109,Consumer_Springfield,2021-05-16,2021-06-01,16,Late,0–30 Days Late
Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Paper,7.64,1,0.0,3.7436,2020-09-11,2020-09-15,3110,Consumer_Springfield,2020-10-11,2020-11-02,22,Late,0–30 Days Late
Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Paper,51.84,8,0.0,25.4016,2021-05-11,2021-05-15,3111,Consumer_Springfield,2021-06-10,2021-06-11,1,Late,0–30 Days Late
Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Storage,265.17,1,0.0,47.7306,2021-07-19,2021-07-21,3112,Consumer_Springfield,2021-08-18,2021-09-16,29,Late,0–30 Days Late
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Machines,837.6,3,0.2,62.82,2019-10-16,2019-10-21,3113,Consumer_Seattle,2019-11-15,2019-12-07,22,Late,0–30 Days Late
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Envelopes,135.9,5,0.0,63.873,2020-12-24,2020-12-29,3114,Consumer_Seattle,2021-01-23,2021-01-31,8,Late,0–30 Days Late
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,34.68,6,0.0,16.9932,2021-06-11,2021-06-16,3115,Consumer_Seattle,2021-07-11,2021-07-15,4,Late,0–30 Days Late
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Furniture,Chairs,532.704,6,0.2,-39.9528,2019-09-29,2019-10-02,3116,Consumer_Seattle,2019-10-29,2019-11-08,10,Late,0–30 Days Late
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Appliances,43.1,5,0.0,11.206,2021-12-25,2022-01-01,3117,Consumer_Seattle,2022-01-24,2022-02-03,10,Late,0–30 Days Late
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Supplies,15.88,4,0.0,0.1588,2020-04-27,2020-05-04,3118,Consumer_Seattle,2020-05-27,2020-06-21,25,Late,0–30 Days Late
First Class,Corporate,United States,Lakeland,Florida,33801,South,Furniture,Chairs,1123.92,5,0.2,-182.637,2021-07-24,2021-07-29,3119,Corporate_Lakeland,2021-08-23,2021-09-28,36,Late,31–60 Days Late
First Class,Corporate,United States,Lakeland,Florida,33801,South,Technology,Phones,249.584,2,0.2,31.198,2019-09-05,2019-09-07,3120,Corporate_Lakeland,2019-10-05,2019-10-24,19,Late,0–30 Days Late
First Class,Corporate,United States,Lakeland,Florida,33801,South,Furniture,Furnishings,48.672,3,0.2,7.3008,2019-06-05,2019-06-08,3121,Corporate_Lakeland,2019-07-05,2019-07-12,7,Late,0–30 Days Late
First Class,Corporate,United States,Lakeland,Florida,33801,South,Office Supplies,Art,60.768,2,0.2,7.596,2021-12-06,2021-12-13,3122,Corporate_Lakeland,2022-01-05,2022-01-05,0,On Time,On Time / Early
First Class,Corporate,United States,Lakeland,Florida,33801,South,Office Supplies,Binders,78.6,5,0.7,-62.88,2020-03-29,2020-04-03,3123,Corporate_Lakeland,2020-04-28,2020-06-05,38,Late,31–60 Days Late
First Class,Corporate,United States,Lakeland,Florida,33801,South,Office Supplies,Binders,3.768,2,0.7,-3.14,2019-07-20,2019-07-23,3124,Corporate_Lakeland,2019-08-19,2019-08-22,3,Late,0–30 Days Late
First Class,Corporate,United States,Lakeland,Florida,33801,South,Office Supplies,Storage,1036.624,2,0.2,51.8312,2019-05-04,2019-05-06,3125,Corporate_Lakeland,2019-06-03,2019-07-12,39,Late,31–60 Days Late
First Class,Corporate,United States,Lakeland,Florida,33801,South,Office Supplies,Storage,563.808,4,0.2,21.1428,2019-01-01,2019-01-06,3126,Corporate_Lakeland,2019-01-31,2019-03-02,30,Late,0–30 Days Late
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,258.528,2,0.4,-47.3968,2021-08-25,2021-08-26,3127,Consumer_Philadelphia,2021-09-24,2021-10-31,37,Late,31–60 Days Late
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,49.12,4,0.0,23.0864,2021-05-04,2021-05-10,3128,Consumer_New York City,2021-06-03,2021-06-17,14,Late,0–30 Days Late
First Class,Home Office,United States,Los Angeles,California,90049,West,Furniture,Furnishings,44.46,2,0.0,14.6718,2020-10-01,2020-10-03,3129,Home Office_Los Angeles,2020-10-31,2020-11-12,12,Late,0–30 Days Late
First Class,Home Office,United States,Los Angeles,California,90049,West,Furniture,Chairs,241.568,2,0.2,18.1176,2019-07-10,2019-07-14,3130,Home Office_Los Angeles,2019-08-09,2019-09-15,37,Late,31–60 Days Late
First Class,Home Office,United States,Los Angeles,California,90049,West,Technology,Accessories,395.0,5,0.0,39.5,2020-05-30,2020-06-03,3131,Home Office_Los Angeles,2020-06-29,2020-07-14,15,Late,0–30 Days Late
First Class,Home Office,United States,Los Angeles,California,90049,West,Technology,Phones,627.168,4,0.2,70.5564,2020-03-17,2020-03-19,3132,Home Office_Los Angeles,2020-04-16,2020-04-14,-2,On Time,On Time / Early
First Class,Corporate,United States,Oceanside,New York,11572,East,Furniture,Furnishings,13.28,2,0.0,6.3744,2019-05-23,2019-05-27,3133,Corporate_Oceanside,2019-06-22,2019-08-05,44,Late,31–60 Days Late
First Class,Corporate,United States,Oceanside,New York,11572,East,Office Supplies,Binders,12.672,3,0.2,4.4352,2022-04-29,2022-05-06,3134,Corporate_Oceanside,2022-05-29,2022-06-25,27,Late,0–30 Days Late
Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,30.56,5,0.8,-45.84,2020-06-16,2020-06-18,3135,Home Office_Dallas,2020-07-16,2020-08-06,21,Late,0–30 Days Late
Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Office Supplies,Storage,77.952,3,0.2,-15.5904,2019-08-15,2019-08-16,3136,Home Office_Dallas,2019-09-14,2019-09-15,1,Late,0–30 Days Late
Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Technology,Phones,67.992,1,0.2,8.499,2022-08-29,2022-08-31,3137,Home Office_Dallas,2022-09-28,2022-09-28,0,On Time,On Time / Early
Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Office Supplies,Envelopes,12.224,2,0.2,4.4312,2021-08-06,2021-08-11,3138,Home Office_Dallas,2021-09-05,2021-09-14,9,Late,0–30 Days Late
Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Technology,Accessories,44.784,2,0.2,-0.5598,2022-08-18,2022-08-23,3139,Home Office_Dallas,2022-09-17,2022-09-29,12,Late,0–30 Days Late
Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Furniture,Furnishings,22.848,3,0.6,-17.7072,2020-04-04,2020-04-07,3140,Home Office_Dallas,2020-05-04,2020-05-30,26,Late,0–30 Days Late
First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Appliances,206.43,3,0.0,90.8292,2022-11-25,2022-11-29,3141,Consumer_New York City,2022-12-25,2022-12-30,5,Late,0–30 Days Late
Same Day,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,210.392,2,0.8,-336.6272,2020-07-04,2020-07-10,3142,Corporate_San Antonio,2020-08-03,2020-08-17,14,Late,0–30 Days Late
Second Class,Consumer,United States,Cincinnati,Ohio,45231,East,Technology,Accessories,119.96,5,0.2,35.988,2020-01-28,2020-02-01,3143,Consumer_Cincinnati,2020-02-27,2020-03-16,18,Late,0–30 Days Late
Second Class,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Art,10.608,6,0.2,0.9282,2021-04-24,2021-05-01,3144,Consumer_Cincinnati,2021-05-24,2021-06-02,9,Late,0–30 Days Late
Standard Class,Corporate,United States,Austin,Texas,78745,Central,Furniture,Chairs,347.802,7,0.3,-24.843,2022-05-15,2022-05-17,3145,Corporate_Austin,2022-06-14,2022-07-26,42,Late,31–60 Days Late
Second Class,Corporate,United States,Seattle,Washington,98105,West,Furniture,Chairs,963.136,4,0.2,108.3528,2019-07-29,2019-08-04,3146,Corporate_Seattle,2019-08-28,2019-08-29,1,Late,0–30 Days Late
Second Class,Corporate,United States,Seattle,Washington,98105,West,Technology,Phones,88.776,3,0.2,7.7679,2022-02-12,2022-02-18,3147,Corporate_Seattle,2022-03-14,2022-03-29,15,Late,0–30 Days Late
Second Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Art,32.4,5,0.0,10.368,2020-10-07,2020-10-11,3148,Corporate_Los Angeles,2020-11-06,2020-12-12,36,Late,31–60 Days Late
First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Paper,32.4,5,0.0,15.552,2022-06-28,2022-07-04,3149,Home Office_New York City,2022-07-28,2022-08-17,20,Late,0–30 Days Late
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Labels,31.05,3,0.0,14.904,2019-08-07,2019-08-13,3150,Consumer_Seattle,2019-09-06,2019-10-14,38,Late,31–60 Days Late
First Class,Consumer,United States,Newark,Ohio,43055,East,Technology,Accessories,2025.36,6,0.2,607.608,2020-02-11,2020-02-16,3151,Consumer_Newark,2020-03-12,2020-03-20,8,Late,0–30 Days Late
First Class,Consumer,United States,Newark,Ohio,43055,East,Technology,Machines,1799.994,2,0.7,-2639.9912,2022-10-09,2022-10-10,3152,Consumer_Newark,2022-11-08,2022-12-09,31,Late,31–60 Days Late
First Class,Consumer,United States,Newark,Ohio,43055,East,Technology,Phones,101.988,2,0.4,-16.998,2021-06-06,2021-06-08,3153,Consumer_Newark,2021-07-06,2021-07-21,15,Late,0–30 Days Late
First Class,Consumer,United States,Newark,Ohio,43055,East,Furniture,Furnishings,262.864,7,0.2,69.0018,2020-07-11,2020-07-15,3154,Consumer_Newark,2020-08-10,2020-08-22,12,Late,0–30 Days Late
Standard Class,Corporate,United States,Maple Grove,Minnesota,55369,Central,Office Supplies,Binders,735.98,2,0.0,331.191,2020-07-03,2020-07-08,3155,Corporate_Maple Grove,2020-08-02,2020-08-01,-1,On Time,On Time / Early
Second Class,Home Office,United States,Glendale,Arizona,85301,West,Office Supplies,Paper,93.024,3,0.2,33.7212,2019-05-22,2019-05-29,3156,Home Office_Glendale,2019-06-21,2019-06-18,-3,On Time,On Time / Early
Standard Class,Corporate,United States,New York City,New York,10009,East,Furniture,Tables,284.364,2,0.4,-75.8304,2020-09-03,2020-09-10,3157,Corporate_New York City,2020-10-03,2020-10-20,17,Late,0–30 Days Late
Standard Class,Corporate,United States,New York City,New York,10009,East,Technology,Accessories,26.0,2,0.0,11.7,2020-05-15,2020-05-18,3158,Corporate_New York City,2020-06-14,2020-07-04,20,Late,0–30 Days Late
First Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Storage,67.64,5,0.2,5.9185,2021-04-19,2021-04-25,3159,Consumer_Jacksonville,2021-05-19,2021-06-19,31,Late,31–60 Days Late
First Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Technology,Accessories,119.976,3,0.2,-17.9964,2020-12-02,2020-12-08,3160,Consumer_Jacksonville,2021-01-01,2021-01-19,18,Late,0–30 Days Late
Second Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,5.18,5,0.8,-8.029,2020-08-18,2020-08-22,3161,Consumer_Houston,2020-09-17,2020-10-30,43,Late,31–60 Days Late
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Envelopes,15.56,2,0.0,7.3132,2019-10-08,2019-10-09,3162,Consumer_San Francisco,2019-11-07,2019-11-20,13,Late,0–30 Days Late
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Envelopes,78.35,5,0.0,36.8245,2020-02-28,2020-02-29,3163,Consumer_San Francisco,2020-03-29,2020-04-17,19,Late,0–30 Days Late
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Art,59.52,3,0.0,15.4752,2021-05-05,2021-05-09,3164,Consumer_San Francisco,2021-06-04,2021-06-19,15,Late,0–30 Days Late
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Paper,38.52,9,0.0,17.334,2019-09-27,2019-10-01,3165,Consumer_San Francisco,2019-10-27,2019-11-02,6,Late,0–30 Days Late
Standard Class,Consumer,United States,San Francisco,California,94109,West,Technology,Phones,239.984,2,0.2,23.9984,2019-06-03,2019-06-08,3166,Consumer_San Francisco,2019-07-03,2019-08-07,35,Late,31–60 Days Late
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Paper,19.35,3,0.0,9.4815,2020-09-05,2020-09-12,3167,Consumer_San Francisco,2020-10-05,2020-11-01,27,Late,0–30 Days Late
First Class,Consumer,United States,Lansing,Michigan,48911,Central,Furniture,Furnishings,67.0,5,0.0,32.16,2020-10-23,2020-10-27,3168,Consumer_Lansing,2020-11-22,2021-01-05,44,Late,31–60 Days Late
Standard Class,Corporate,United States,Tallahassee,Florida,32303,South,Furniture,Chairs,390.272,8,0.2,-24.392,2019-03-24,2019-03-31,3169,Corporate_Tallahassee,2019-04-23,2019-04-21,-2,On Time,On Time / Early
Standard Class,Corporate,United States,Tallahassee,Florida,32303,South,Office Supplies,Paper,62.192,13,0.2,19.435,2021-08-04,2021-08-07,3170,Corporate_Tallahassee,2021-09-03,2021-10-09,36,Late,31–60 Days Late
Second Class,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Binders,23.88,6,0.0,11.2236,2021-06-17,2021-06-24,3171,Consumer_Columbia,2021-07-17,2021-07-18,1,Late,0–30 Days Late
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,3.168,2,0.8,-4.752,2022-12-20,2022-12-25,3172,Consumer_Chicago,2023-01-19,2023-02-04,16,Late,0–30 Days Late
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Chairs,528.43,5,0.3,0.0,2022-07-22,2022-07-28,3173,Consumer_Chicago,2022-08-21,2022-09-17,27,Late,0–30 Days Late
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Art,13.392,3,0.2,1.5066,2019-10-11,2019-10-17,3174,Consumer_Chicago,2019-11-10,2019-11-21,11,Late,0–30 Days Late
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Art,181.86,7,0.0,50.9208,2021-09-06,2021-09-13,3175,Consumer_Detroit,2021-10-06,2021-10-24,18,Late,0–30 Days Late
Standard Class,Consumer,United States,Fort Collins,Colorado,80525,West,Furniture,Bookcases,180.588,2,0.7,-240.784,2019-06-22,2019-06-28,3176,Consumer_Fort Collins,2019-07-22,2019-08-19,28,Late,0–30 Days Late
Standard Class,Consumer,United States,Fort Collins,Colorado,80525,West,Technology,Accessories,47.984,2,0.2,0.5998,2022-09-12,2022-09-18,3177,Consumer_Fort Collins,2022-10-12,2022-11-03,22,Late,0–30 Days Late
Same Day,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,18.76,2,0.0,9.0048,2021-12-22,2021-12-24,3178,Consumer_New York City,2022-01-21,2022-02-27,37,Late,31–60 Days Late
Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,20.94,3,0.0,6.0726,2022-01-01,2022-01-04,3179,Corporate_New York City,2022-01-31,2022-03-07,35,Late,31–60 Days Late
Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,58.68,2,0.0,18.1908,2021-02-01,2021-02-06,3180,Corporate_New York City,2021-03-03,2021-04-05,33,Late,31–60 Days Late
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Appliances,254.9,5,0.0,68.823,2022-10-30,2022-11-04,3181,Corporate_New York City,2022-11-29,2022-12-15,16,Late,0–30 Days Late
Second Class,Corporate,United States,Columbia,Maryland,21044,East,Office Supplies,Binders,9.64,2,0.0,4.4344,2020-09-24,2020-09-30,3182,Corporate_Columbia,2020-10-24,2020-12-06,43,Late,31–60 Days Late
Second Class,Corporate,United States,Columbia,Maryland,21044,East,Technology,Accessories,826.62,3,0.0,355.4466,2021-02-25,2021-02-26,3183,Corporate_Columbia,2021-03-27,2021-04-07,11,Late,0–30 Days Late
Second Class,Corporate,United States,Columbia,Maryland,21044,East,Office Supplies,Storage,1633.14,9,0.0,473.6106,2021-07-31,2021-08-05,3184,Corporate_Columbia,2021-08-30,2021-09-27,28,Late,0–30 Days Late
Second Class,Corporate,United States,Columbia,Maryland,21044,East,Office Supplies,Storage,544.38,3,0.0,157.8702,2021-10-08,2021-10-11,3185,Corporate_Columbia,2021-11-07,2021-11-07,0,On Time,On Time / Early
First Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Binders,26.046,3,0.8,-44.2782,2020-02-02,2020-02-06,3186,Corporate_Houston,2020-03-03,2020-04-12,40,Late,31–60 Days Late
First Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Envelopes,74.352,3,0.2,26.9526,2022-02-17,2022-02-20,3187,Corporate_Houston,2022-03-19,2022-03-19,0,On Time,On Time / Early
Standard Class,Corporate,United States,Lowell,Massachusetts,1852,East,Technology,Phones,69.93,7,0.0,32.1678,2021-07-22,2021-07-28,3188,Corporate_Lowell,2021-08-21,2021-09-18,28,Late,0–30 Days Late
Second Class,Corporate,United States,Woodland,California,95695,West,Office Supplies,Labels,3.75,1,0.0,1.8,2022-12-31,2023-01-06,3189,Corporate_Woodland,2023-01-30,2023-01-25,-5,On Time,On Time / Early
Second Class,Corporate,United States,Woodland,California,95695,West,Office Supplies,Binders,20.928,4,0.2,7.5864,2020-11-06,2020-11-08,3190,Corporate_Woodland,2020-12-06,2020-12-10,4,Late,0–30 Days Late
Standard Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,12.672,3,0.2,-3.168,2021-07-24,2021-07-31,3191,Home Office_Chicago,2021-08-23,2021-09-07,15,Late,0–30 Days Late
Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Phones,65.99,1,0.0,17.1574,2020-04-09,2020-04-14,3192,Corporate_New York City,2020-05-09,2020-05-08,-1,On Time,On Time / Early
Standard Class,Corporate,United States,Missouri City,Texas,77489,Central,Office Supplies,Binders,6.37,7,0.8,-9.555,2019-10-13,2019-10-20,3193,Corporate_Missouri City,2019-11-12,2019-11-08,-4,On Time,On Time / Early
First Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Binders,3.648,3,0.8,-6.0192,2019-09-22,2019-09-29,3194,Consumer_Houston,2019-10-22,2019-11-07,16,Late,0–30 Days Late
First Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Paper,31.104,6,0.2,10.8864,2019-11-16,2019-11-21,3195,Consumer_Houston,2019-12-16,2020-01-27,42,Late,31–60 Days Late
